trade_date,ts_code,TOS,INTER,GFP,PIS,NEXP,FISCAL,M2,category,month,week,category_id
2019-10-31,通用设备制造业,-0.00766178035433995,0.0185226741343136,8.95848380355033,-0.673525309331546,17.6128016650775,2.33652405051197,8.25225793495054,工业,10,44,0
2019-11-30,通用设备制造业,-2.45545816846486,-2.4361096034725,3.82881493399889,-5.27681145144603,9.5242557482176,1.43691623740748,8.34490865240167,工业,11,48,0
2019-12-31,通用设备制造业,-5.68819982887079,-5.6928588992077,-1.52075444107541,-9.53780191824417,3.278664976777,0.853094832213462,8.53753269868416,工业,12,1,0
2020-01-31,通用设备制造业,-7.97837520992844,-8.01306070773373,-5.39541862958665,-12.381905230178,-0.642360746618598,0.561359623831349,8.85525929145402,工业,1,5,0
2020-02-29,通用设备制造业,-7.49051990653923,-7.54507323482375,-6.55047195754797,-13.4921460150695,-1.56709584946308,0.66891050302131,9.29345106791397,工业,2,9,0
2020-03-31,通用设备制造业,-4.42341631072037,-4.47707678000056,-5.12060300850858,-12.7768791162544,1.12596746844777,1.21796848560234,9.79069657995232,工业,3,14,0
2020-04-30,通用设备制造业,0.113860038664527,0.0796024630002057,-2.14135250548317,-10.696963346862,5.88563192845448,2.25932299708588,10.2533167668354,工业,4,18,0
2020-05-31,通用设备制造业,4.75913891626814,4.74698337001769,1.19353716456529,-8.14981925926048,11.021549234423,3.77512772871143,10.5956866869273,工业,5,22,0
2020-06-30,通用设备制造业,8.2967359303333,8.29668569896431,3.58957859445075,-5.36459168140828,15.9225868959712,5.61847313675737,10.7840919837395,工业,6,27,0
2020-07-31,通用设备制造业,10.1640656997712,10.1710805837895,4.57239837527839,-2.32032980382848,20.0300940078233,7.51077527074981,10.8403038425429,工业,7,31,0
2020-08-31,通用设备制造业,11.0402736266665,11.0488333523549,4.65457538789182,1.06309140940695,24.3280141638435,9.17584886843209,10.7919983218953,工业,8,36,0
2020-09-30,通用设备制造业,12.2877779663153,12.2875474668266,4.89787344275496,4.58159919156054,31.1511981849013,10.3399851625784,10.6871444768569,工业,9,40,0
2020-10-31,通用设备制造业,14.8904829775255,14.8800115685483,5.94305556276891,8.02850984691736,41.9117511848978,10.8433274306272,10.5483259636894,工业,10,44,0
2020-11-30,通用设备制造业,19.029643876926,19.0200812664251,7.9455412508137,10.6413451264395,55.890403450001,10.6606024428403,10.3718768261191,工业,11,49,0
2020-12-31,通用设备制造业,24.1227534615417,24.132172076062,10.156499542605,10.884107551192,68.4981554726255,9.8144978455023,10.1328347757791,工业,12,53,0
2021-01-31,通用设备制造业,28.4778451126997,28.5175348035333,11.2900694172434,8.2428381228437,74.9572367293474,8.47067684166849,9.81366798142504,工业,1,4,0
2021-02-28,通用设备制造业,29.6486568642874,29.7083121274278,10.509307686898,4.403391007192,72.5608415651265,6.87550022800251,9.44391710935393,工业,2,8,0
2021-03-31,通用设备制造业,27.3498744015537,27.4038556178059,8.07932659101158,1.09517216608344,60.6718237443932,5.35654618060764,9.08042230814083,工业,3,13,0
2021-04-30,通用设备制造业,22.5882931773765,22.6183401698614,4.89029313197278,-0.994730345114581,44.5651301151998,3.8831306872922,8.77963664308721,工业,4,17,0
2021-05-31,通用设备制造业,17.0094363103372,17.0184587977881,1.47402055325014,-1.61346419333041,30.1598560547741,2.65773637331502,8.56011278648837,工业,5,22,0
2021-06-30,通用设备制造业,11.9763508405151,11.9775465312311,-1.69031363816237,-1.98648179474747,19.5962070738647,1.55485632169999,8.40386043681529,工业,6,26,0
2021-07-31,通用设备制造业,8.23029646418701,8.22971624427073,-4.31025566107656,-3.09907856892985,13.0239919824113,0.643434020734431,8.28772613178763,工业,7,30,0
2021-08-31,通用设备制造业,5.38202146866756,5.38233685606651,-6.46489232171823,-4.77805635185108,8.58211882516418,-0.282835956242746,8.20231135171911,工业,8,35,0
2021-09-30,通用设备制造业,2.84843998886539,2.85310228270079,-8.27669797136158,-6.57861223072651,4.51157468372199,-2.19023312713677,8.15920242503673,工业,9,39,0
2008-01-31,造纸及纸制品业,12.672192954319,12.6718724093946,-0.69424837581461,5.68483528080701,-13.6100322044801,30.6126429463603,17.6937410476899,工业,1,5,0
2008-02-29,造纸及纸制品业,12.9419795305155,12.941315401972,-0.982651026043557,10.9648465744425,-10.3137195960604,30.0724172382557,17.3500373720628,工业,2,9,0
2008-03-31,造纸及纸制品业,13.1941415034151,13.1933865074485,-0.882659036351252,14.9662396064375,-7.32132095457739,29.3458034818326,17.0836446029537,工业,3,14,0
2008-04-30,造纸及纸制品业,13.2244072080901,13.223964523557,-0.357261221772265,17.1986965231503,-3.50440594968251,28.483086879411,16.9026777514934,工业,4,18,0
2008-05-31,造纸及纸制品业,12.696859259347,12.6969982243999,0.450660296198713,17.3521520847325,2.58107724212804,27.5228641979368,16.723185456753,工业,5,22,0
2008-06-30,造纸及纸制品业,11.5432503660706,11.5438864771814,1.28505288446057,15.8186667895633,10.3136553261345,26.6262051978848,16.4822108941875,工业,6,27,0
2008-07-31,造纸及纸制品业,10.0312255269647,10.031964542888,1.96564646896569,14.7105519695635,16.5454696604029,25.9143723340685,16.1655869345942,工业,7,31,0
2008-08-31,造纸及纸制品业,8.41746653886997,8.41799974456341,2.64877799580008,14.1148086163396,18.4570902399788,25.482284513609,15.8537543876009,工业,8,35,0
2008-09-30,造纸及纸制品业,6.83066530510925,6.83097007481108,3.54792647928484,12.9330561985924,15.2079079273887,25.3197135408967,15.6783376174519,工业,9,40,0
